type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,09011870701,09/2022,0,0,0.333,NA
Census Tract,09011870701,10/2022,0,1,0.333,NA
Census Tract,09011870701,11/2022,0,1,0.333,NA
Census Tract,09011870701,12/2022,0,0,0.333,NA
Census Tract,09011870701,01/2023,0,0,0.667,NA
Census Tract,09011870701,02/2023,0,0,1,NA
Census Tract,09011870701,03/2023,0,0.5,0,NA
Census Tract,09011870701,04/2023,0,0,0.667,NA
Census Tract,09011870701,05/2023,0,0.5,0.667,NA
Census Tract,09011870701,06/2023,1,0.5,1.667,NA
Census Tract,09011870701,07/2023,1,1,0.333,NA
Census Tract,09011870701,08/2023,2,1,0,NA
Census Tract,09011870701,09/2023,0,0,0.333,NA
Census Tract,09011870701,10/2023,0,1,0.333,NA
Census Tract,09011870701,11/2023,0,1,0.333,NA
Census Tract,09011870701,12/2023,0,0,0.333,NA
Census Tract,09011870701,01/2024,0,0,0.667,NA
Census Tract,09011870701,02/2024,0,0,1,NA
Census Tract,09011870701,03/2024,0,0.5,0,NA
Census Tract,09011870701,04/2024,0,0,0.667,NA
Census Tract,09011870701,05/2024,1,0.5,0.667,NA
Census Tract,09011870701,06/2024,0,0.5,1.667,NA
Census Tract,09011870701,07/2024,1,1,0.333,NA
Census Tract,09011870701,08/2024,0,1,0,NA
Census Tract,09011870701,09/2024,0,0,0.333,NA
Census Tract,09011870701,10/2024,2,1,0.333,NA
Census Tract,09011870701,11/2024,1,1,0.333,NA
Census Tract,09011870701,12/2024,0,0,0.333,NA
Census Tract,09011870701,01/2025,1,0,0.667,NA
Census Tract,09011870701,02/2025,0,0,1,NA
Census Tract,09011870701,03/2025,0,0.5,0,NA
Census Tract,09011870701,04/2025,2,0,0.667,NA
Census Tract,09011870701,05/2025,0,0.5,0.667,NA
Census Tract,09011870701,06/2025,1,0.5,1.667,NA
Census Tract,09011870701,07/2025,0,1,0.333,NA
Census Tract,09011870701,08/2025,0,1,0,NA
Census Tract,09011870701,09/2025,1,0,0.333,NA
Census Tract,09011870701,10/2025,0,1,0.333,NA
Census Tract,09011870701,11/2025,0,1,0.333,NA
Census Tract,09011870701,12/2025,0,0,0.333,NA
Census Tract,09011870701,01/2026,1,0,,NA
Census Tract,09011870701,02/2026,0,0,,NA
Census Tract,09011870701,03/2026,0,0.5,,NA
Census Tract,09011870701,04/2026,1,0,,NA
Census Tract,09011870701,05/2026,0,0.5,,NA
Census Tract,09011870701,06/2026,0,0,,13/06/2026
Census Tract,09011870703,01/2020,0,0,0,NA
Census Tract,09011870703,02/2020,0,0,0.667,NA
Census Tract,09011870703,03/2020,0,1,0.333,NA
Census Tract,09011870703,04/2020,0,0,0,NA
Census Tract,09011870703,05/2020,0,0,0,NA
Census Tract,09011870703,06/2020,0,0,0,NA
Census Tract,09011870703,07/2020,0,0.5,1.333,NA
Census Tract,09011870703,08/2020,0,0.5,0.667,NA
Census Tract,09011870703,09/2020,1,0.5,0.333,NA
Census Tract,09011870703,10/2020,0,0,0.667,NA
Census Tract,09011870703,11/2020,0,1,0.333,NA
Census Tract,09011870703,12/2020,0,0,0,NA
Census Tract,09011870703,01/2021,0,0,0,NA
Census Tract,09011870703,02/2021,0,0,0.667,NA
Census Tract,09011870703,03/2021,0,1,0.333,NA
Census Tract,09011870703,04/2021,0,0,0,NA
Census Tract,09011870703,05/2021,1,0,0,NA
Census Tract,09011870703,06/2021,1,0,0,NA
Census Tract,09011870703,07/2021,0,0.5,1.333,NA
Census Tract,09011870703,08/2021,0,0.5,0.667,NA
Census Tract,09011870703,09/2021,0,0.5,0.333,NA
Census Tract,09011870703,10/2021,0,0,0.667,NA
Census Tract,09011870703,11/2021,0,1,0.333,NA
Census Tract,09011870703,12/2021,0,0,0,NA
Census Tract,09011870703,01/2022,0,0,0,NA
Census Tract,09011870703,02/2022,0,0,0.667,NA
Census Tract,09011870703,03/2022,0,1,0.333,NA
Census Tract,09011870703,04/2022,0,0,0,NA
Census Tract,09011870703,05/2022,0,0,0,NA
Census Tract,09011870703,06/2022,0,0,0,NA
Census Tract,09011870703,07/2022,2,0.5,1.333,NA
Census Tract,09011870703,08/2022,0,0.5,0.667,NA
Census Tract,09011870703,09/2022,0,0.5,0.333,NA
Census Tract,09011870703,10/2022,0,0,0.667,NA
Census Tract,09011870703,11/2022,0,1,0.333,NA
Census Tract,09011870703,12/2022,1,0,0,NA
Census Tract,09011870703,01/2023,0,0,0,NA
Census Tract,09011870703,02/2023,0,0,0.667,NA
Census Tract,09011870703,03/2023,1,1,0.333,NA
Census Tract,09011870703,04/2023,0,0,0,NA
Census Tract,09011870703,05/2023,0,0,0,NA
Census Tract,09011870703,06/2023,0,0,0,NA
Census Tract,09011870703,07/2023,0,0.5,1.333,NA
Census Tract,09011870703,08/2023,1,0.5,0.667,NA
Census Tract,09011870703,09/2023,1,0.5,0.333,NA
Census Tract,09011870703,10/2023,0,0,0.667,NA
Census Tract,09011870703,11/2023,2,1,0.333,NA
Census Tract,09011870703,12/2023,0,0,0,NA
Census Tract,09011870703,01/2024,0,0,0,NA
Census Tract,09011870703,02/2024,0,0,0.667,NA
Census Tract,09011870703,03/2024,0,1,0.333,NA
Census Tract,09011870703,04/2024,0,0,0,NA
Census Tract,09011870703,05/2024,0,0,0,NA
Census Tract,09011870703,06/2024,0,0,0,NA
Census Tract,09011870703,07/2024,1,0.5,1.333,NA
Census Tract,09011870703,08/2024,0,0.5,0.667,NA
Census Tract,09011870703,09/2024,0,0.5,0.333,NA
Census Tract,09011870703,10/2024,0,0,0.667,NA
Census Tract,09011870703,11/2024,0,1,0.333,NA
Census Tract,09011870703,12/2024,0,0,0,NA
Census Tract,09011870703,01/2025,0,0,0,NA
Census Tract,09011870703,02/2025,0,0,0.667,NA
Census Tract,09011870703,03/2025,0,1,0.333,NA
Census Tract,09011870703,04/2025,0,0,0,NA
Census Tract,09011870703,05/2025,1,0,0,NA
Census Tract,09011870703,06/2025,0,0,0,NA
Census Tract,09011870703,07/2025,0,0.5,1.333,NA
Census Tract,09011870703,08/2025,0,0.5,0.667,NA
Census Tract,09011870703,09/2025,0,0.5,0.333,NA
Census Tract,09011870703,10/2025,1,0,0.667,NA
Census Tract,09011870703,11/2025,0,1,0.333,NA
Census Tract,09011870703,12/2025,0,0,0,NA
Census Tract,09011870703,01/2026,0,0,,NA
Census Tract,09011870703,02/2026,1,0,,NA
Census Tract,09011870703,03/2026,1,1,,NA
Census Tract,09011870703,04/2026,0,0,,NA
Census Tract,09011870703,05/2026,1,0,,NA
Census Tract,09011870703,06/2026,0,0,,13/06/2026
Census Tract,09011870704,01/2020,0,0.5,1.333,NA
Census Tract,09011870704,02/2020,0,0.5,0,NA
Census Tract,09011870704,03/2020,0,1.5,0.333,NA
Census Tract,09011870704,04/2020,0,0.5,0,NA
Census Tract,09011870704,05/2020,0,0,3,NA
Census Tract,09011870704,06/2020,0,1.5,1.667,NA
Census Tract,09011870704,07/2020,0,1,0.667,NA
Census Tract,09011870704,08/2020,0,1,1.333,NA
Census Tract,09011870704,09/2020,0,0,0.333,NA
Census Tract,09011870704,10/2020,0,0.5,0.333,NA
Census Tract,09011870704,11/2020,0,1,0,NA
Census Tract,09011870704,12/2020,0,0.5,0.333,NA
Census Tract,09011870704,01/2021,0,0.5,1.333,NA
Census Tract,09011870704,02/2021,0,0.5,0,NA
Census Tract,09011870704,03/2021,1,1.5,0.333,NA
Census Tract,09011870704,04/2021,0,0.5,0,NA
Census Tract,09011870704,05/2021,0,0,3,NA
Census Tract,09011870704,06/2021,0,1.5,1.667,NA
Census Tract,09011870704,07/2021,2,1,0.667,NA
Census Tract,09011870704,08/2021,0,1,1.333,NA
Census Tract,09011870704,09/2021,0,0,0.333,NA
Census Tract,09011870704,10/2021,0,0.5,0.333,NA
Census Tract,09011870704,11/2021,1,1,0,NA
Census Tract,09011870704,12/2021,1,0.5,0.333,NA
Census Tract,09011870704,01/2022,0,0.5,1.333,NA
Census Tract,09011870704,02/2022,0,0.5,0,NA
Census Tract,09011870704,03/2022,2,1.5,0.333,NA
Census Tract,09011870704,04/2022,1,0.5,0,NA
Census Tract,09011870704,05/2022,0,0,3,NA
Census Tract,09011870704,06/2022,0,1.5,1.667,NA
Census Tract,09011870704,07/2022,0,1,0.667,NA
Census Tract,09011870704,08/2022,1,1,1.333,NA
Census Tract,09011870704,09/2022,1,0,0.333,NA
Census Tract,09011870704,10/2022,0,0.5,0.333,NA
Census Tract,09011870704,11/2022,0,1,0,NA
Census Tract,09011870704,12/2022,0,0.5,0.333,NA
Census Tract,09011870704,01/2023,1,0.5,1.333,NA
Census Tract,09011870704,02/2023,1,0.5,0,NA
Census Tract,09011870704,03/2023,3,1.5,0.333,NA
Census Tract,09011870704,04/2023,1,0.5,0,NA
Census Tract,09011870704,05/2023,0,0,3,NA
Census Tract,09011870704,06/2023,0,1.5,1.667,NA
Census Tract,09011870704,07/2023,0,1,0.667,NA
Census Tract,09011870704,08/2023,2,1,1.333,NA
Census Tract,09011870704,09/2023,0,0,0.333,NA
Census Tract,09011870704,10/2023,0,0.5,0.333,NA
Census Tract,09011870704,11/2023,0,1,0,NA
Census Tract,09011870704,12/2023,0,0.5,0.333,NA
Census Tract,09011870704,01/2024,0,0.5,1.333,NA
Census Tract,09011870704,02/2024,0,0.5,0,NA
Census Tract,09011870704,03/2024,0,1.5,0.333,NA
Census Tract,09011870704,04/2024,0,0.5,0,NA
Census Tract,09011870704,05/2024,0,0,3,NA
Census Tract,09011870704,06/2024,2,1.5,1.667,NA
Census Tract,09011870704,07/2024,2,1,0.667,NA
Census Tract,09011870704,08/2024,0,1,1.333,NA
Census Tract,09011870704,09/2024,0,0,0.333,NA
Census Tract,09011870704,10/2024,1,0.5,0.333,NA
Census Tract,09011870704,11/2024,2,1,0,NA
Census Tract,09011870704,12/2024,1,0.5,0.333,NA
Census Tract,09011870704,01/2025,0,0.5,1.333,NA
Census Tract,09011870704,02/2025,0,0.5,0,NA
Census Tract,09011870704,03/2025,0,1.5,0.333,NA
Census Tract,09011870704,04/2025,0,0.5,0,NA
Census Tract,09011870704,05/2025,2,0,3,NA
Census Tract,09011870704,06/2025,0,1.5,1.667,NA
Census Tract,09011870704,07/2025,0,1,0.667,NA
Census Tract,09011870704,08/2025,0,1,1.333,NA
Census Tract,09011870704,09/2025,0,0,0.333,NA
Census Tract,09011870704,10/2025,1,0.5,0.333,NA
Census Tract,09011870704,11/2025,0,1,0,NA
Census Tract,09011870704,12/2025,1,0.5,0.333,NA
Census Tract,09011870704,01/2026,0,0.5,,NA
Census Tract,09011870704,02/2026,2,0.5,,NA
Census Tract,09011870704,03/2026,2,1.5,,NA
Census Tract,09011870704,04/2026,0,0.5,,NA
Census Tract,09011870704,05/2026,1,0,,NA
Census Tract,09011870704,06/2026,0,0.5,,13/06/2026
Census Tract,09011980000,01/2020,0,0,0,NA
Census Tract,09011980000,02/2020,0,0,0,NA
Census Tract,09011980000,03/2020,0,0,0,NA
Census Tract,09011980000,04/2020,0,0,0,NA
Census Tract,09011980000,05/2020,0,0,0,NA
Census Tract,09011980000,06/2020,0,0,0,NA
Census Tract,09011980000,07/2020,0,0,0,NA
Census Tract,09011980000,08/2020,0,0,0,NA
Census Tract,09011980000,09/2020,0,0,0,NA
Census Tract,09011980000,10/2020,0,0,0,NA
Census Tract,09011980000,11/2020,0,0,0,NA
Census Tract,09011980000,12/2020,0,0,0,NA
Census Tract,09011980000,01/2021,0,0,0,NA
Census Tract,09011980000,02/2021,0,0,0,NA
Census Tract,09011980000,03/2021,1,0,0,NA
Census Tract,09011980000,04/2021,0,0,0,NA
Census Tract,09011980000,05/2021,0,0,0,NA
Census Tract,09011980000,06/2021,0,0,0,NA
Census Tract,09011980000,07/2021,0,0,0,NA
Census Tract,09011980000,08/2021,0,0,0,NA
Census Tract,09011980000,09/2021,0,0,0,NA
Census Tract,09011980000,10/2021,1,0,0,NA
Census Tract,09011980000,11/2021,0,0,0,NA
Census Tract,09011980000,12/2021,0,0,0,NA
Census Tract,09011980000,01/2022,0,0,0,NA
Census Tract,09011980000,02/2022,0,0,0,NA
Census Tract,09011980000,03/2022,0,0,0,NA
Census Tract,09011980000,04/2022,1,0,0,NA
Census Tract,09011980000,05/2022,0,0,0,NA
Census Tract,09011980000,06/2022,0,0,0,NA
Census Tract,09011980000,07/2022,0,0,0,NA
Census Tract,09011980000,08/2022,0,0,0,NA
Census Tract,09011980000,09/2022,2,0,0,NA
Census Tract,09011980000,10/2022,0,0,0,NA
Census Tract,09011980000,11/2022,0,0,0,NA
Census Tract,09011980000,12/2022,0,0,0,NA
Census Tract,09011980000,01/2023,0,0,0,NA
Census Tract,09011980000,02/2023,0,0,0,NA
Census Tract,09011980000,03/2023,0,0,0,NA
Census Tract,09011980000,04/2023,0,0,0,NA
Census Tract,09011980000,05/2023,0,0,0,NA
Census Tract,09011980000,06/2023,0,0,0,NA
Census Tract,09011980000,07/2023,0,0,0,NA
Census Tract,09011980000,08/2023,0,0,0,NA
Census Tract,09011980000,09/2023,0,0,0,NA
Census Tract,09011980000,10/2023,0,0,0,NA
Census Tract,09011980000,11/2023,0,0,0,NA
Census Tract,09011980000,12/2023,0,0,0,NA
Census Tract,09011980000,01/2024,0,0,0,NA
Census Tract,09011980000,02/2024,0,0,0,NA
Census Tract,09011980000,03/2024,1,0,0,NA
Census Tract,09011980000,04/2024,0,0,0,NA
Census Tract,09011980000,05/2024,0,0,0,NA
Census Tract,09011980000,06/2024,0,0,0,NA
Census Tract,09011980000,07/2024,0,0,0,NA
Census Tract,09011980000,08/2024,0,0,0,NA
Census Tract,09011980000,09/2024,0,0,0,NA
Census Tract,09011980000,10/2024,0,0,0,NA
Census Tract,09011980000,11/2024,0,0,0,NA
Census Tract,09011980000,12/2024,0,0,0,NA
Census Tract,09011980000,01/2025,0,0,0,NA
Census Tract,09011980000,02/2025,0,0,0,NA
Census Tract,09011980000,03/2025,0,0,0,NA
Census Tract,09011980000,04/2025,0,0,0,NA
Census Tract,09011980000,05/2025,0,0,0,NA
Census Tract,09011980000,06/2025,0,0,0,NA
Census Tract,09011980000,07/2025,1,0,0,NA
Census Tract,09011980000,08/2025,0,0,0,NA
Census Tract,09011980000,09/2025,0,0,0,NA
Census Tract,09011980000,10/2025,0,0,0,NA
Census Tract,09011980000,11/2025,0,0,0,NA
Census Tract,09011980000,12/2025,0,0,0,NA
Census Tract,09011980000,01/2026,0,0,,NA
Census Tract,09011980000,02/2026,0,0,,NA
Census Tract,09011980000,03/2026,0,0,,NA
Census Tract,09011980000,04/2026,0,0,,NA
Census Tract,09011980000,05/2026,0,0,,NA
Census Tract,09011980000,06/2026,0,0,,13/06/2026
Census Tract,09011990100,01/2020,0,0,0,NA
Census Tract,09011990100,02/2020,0,0,0,NA
Census Tract,09011990100,03/2020,0,0,0,NA
Census Tract,09011990100,04/2020,0,0,0,NA
Census Tract,09011990100,05/2020,0,0,0,NA
Census Tract,09011990100,06/2020,0,0,0,NA
Census Tract,09011990100,07/2020,0,0,0,NA
Census Tract,09011990100,08/2020,0,0,0,NA
Census Tract,09011990100,09/2020,0,0,0,NA
Census Tract,09011990100,10/2020,0,0,0,NA
Census Tract,09011990100,11/2020,0,0,0,NA
Census Tract,09011990100,12/2020,0,0,0,NA
Census Tract,09011990100,01/2021,0,0,0,NA
Census Tract,09011990100,02/2021,0,0,0,NA
Census Tract,09011990100,03/2021,0,0,0,NA
Census Tract,09011990100,04/2021,0,0,0,NA
Census Tract,09011990100,05/2021,0,0,0,NA
Census Tract,09011990100,06/2021,0,0,0,NA
Census Tract,09011990100,07/2021,0,0,0,NA
Census Tract,09011990100,08/2021,0,0,0,NA
Census Tract,09011990100,09/2021,0,0,0,NA
Census Tract,09011990100,10/2021,0,0,0,NA
Census Tract,09011990100,11/2021,0,0,0,NA
Census Tract,09011990100,12/2021,0,0,0,NA
